A_000	A_003	A_009	A_019	A_020	A_027	A_033	A_035	A_036	A_050	A_051	A_053	A_065	A_085	A_091	A_098	A_102	A_103	A_104	A_119	A_127	A_146	A_174	A_190	A_200	A_207	A_208	A_220	A_227	A_235	A_240	A_243	A_244	A_247	A_251	A_252	A_256	A_275	A_285	A_291	A_303	A_310	A_320	A_323	A_333	A_338	A_352	A_357	A_362	A_363	A_387	A_396	A_430	A_444	A_446	A_449	A_451	A_452	A_457	A_477	A_486	A_493	A_502	A_513	A_519	A_527	A_529	A_530	A_536	A_539	A_549	A_550	A_553	A_559	A_562	A_563	A_574	A_588	A_590	A_602	A_608	A_612	A_619	A_651	A_664	A_678	A_680	A_691	A_694	A_695	A_722
3.155599e+03	3.340400e+03	6.180698e+03	2.423600e+03	4.442300e+03	4.876800e+03	3.173000e+03	4.808803e+03	2.766898e+03	2.999701e+03	4.962502e+03	2.398600e+03	1.726900e+03	3.466901e+03	2.617700e+03	1.911600e+03	4.215900e+03	5.335101e+03	3.590901e+03	3.279800e+03	5.161902e+03	5.036200e+03	2.498000e+03	2.329100e+03	2.828401e+03	2.106400e+03	4.179600e+03	4.723501e+03	3.996898e+03	2.215501e+03	3.028102e+03	4.441398e+03	2.327501e+03	3.402501e+03	2.433900e+03	2.007900e+03	4.999500e+03	6.698299e+03	3.069300e+03	3.223600e+03	7.286600e+03	4.315901e+03	3.160699e+03	1.700799e+03	7.524396e+03	2.244101e+03	5.324798e+03	2.865500e+03	4.197300e+03	4.745101e+03	5.371000e+03	3.298600e+03	2.846799e+03	2.595900e+03	2.748399e+03	2.599299e+03	1.926200e+03	2.815300e+03	1.151050e+04	5.398800e+03	1.181060e+04	2.781600e+03	1.156669e+04	4.760400e+03	3.700699e+03	6.097800e+03	2.783200e+03	2.653300e+03	1.961801e+03	4.129301e+03	3.474101e+03	2.600701e+03	2.003500e+03	3.645098e+03	2.489499e+03	2.589299e+03	3.085599e+03	5.184201e+03	3.594801e+03	4.104600e+03	5.232501e+03	2.958699e+03	4.256601e+03	3.809400e+03	5.288398e+03	2.022101e+03	2.852601e+03	2.606601e+03	5.155001e+03	3.900799e+03	2.125000e+03
5.369002e+02	6.142998e+02	6.170001e+02	4.846999e+02	6.870003e+02	6.514998e+02	6.218001e+02	6.104998e+02	6.346001e+02	6.154002e+02	7.583000e+02	7.062000e+02	6.770000e+02	6.761999e+02	7.221001e+02	6.403998e+02	6.845001e+02	6.158999e+02	6.149997e+02	6.226001e+02	7.699004e+02	7.192004e+02	5.795001e+02	6.086002e+02	5.852998e+02	6.601001e+02	6.268998e+02	7.143003e+02	6.780999e+02	5.608997e+02	6.419998e+02	6.132000e+02	6.427002e+02	6.180000e+02	6.247001e+02	6.059000e+02	6.658000e+02	6.369000e+02	6.319002e+02	6.692999e+02	5.571002e+02	6.340000e+02	5.890001e+02	6.088002e+02	6.674001e+02	6.015997e+02	6.347000e+02	6.655997e+02	5.765001e+02	7.109996e+02	5.755004e+02	6.273001e+02	6.356999e+02	6.176998e+02	6.279000e+02	5.868000e+02	5.887001e+02	6.209998e+02	5.816002e+02	5.439997e+02	6.582998e+02	5.654999e+02	6.178000e+02	6.986998e+02	6.823003e+02	6.379997e+02	5.617000e+02	6.367998e+02	5.795001e+02	5.598001e+02	6.328001e+02	6.293998e+02	5.566999e+02	6.116002e+02	6.266999e+02	6.566000e+02	6.847996e+02	6.574002e+02	6.409002e+02	6.626999e+02	5.836000e+02	5.400002e+02	6.023002e+02	6.258998e+02	6.475999e+02	5.225999e+02	5.568002e+02	6.323998e+02	6.674001e+02	6.459000e+02	6.215002e+02
2.561999e+03	1.841400e+03	1.395900e+03	2.921900e+03	1.761900e+03	9.310998e+02	8.868000e+02	1.185100e+03	1.719099e+03	9.402998e+02	2.809999e+03	1.061700e+03	1.138400e+03	1.396000e+03	1.556500e+03	1.455400e+03	7.654997e+02	2.823400e+03	1.528600e+03	7.102997e+02	1.189600e+03	7.913999e+02	2.219000e+03	1.071000e+03	1.539101e+03	2.046100e+03	1.509000e+03	1.482700e+03	1.552700e+03	1.289500e+03	1.325800e+03	1.187900e+03	1.659500e+03	1.933899e+03	1.624301e+03	1.583600e+03	1.558600e+03	9.921999e+02	1.229300e+03	1.088899e+03	1.423400e+03	9.877999e+02	8.937001e+02	1.598301e+03	1.065400e+03	1.599200e+03	9.020997e+02	1.511501e+03	3.090201e+03	9.676000e+02	1.283100e+03	1.450500e+03	9.492998e+02	1.018000e+03	1.311800e+03	1.679900e+03	1.582900e+03	1.113400e+03	3.591100e+03	1.829800e+03	1.235100e+03	8.544996e+02	8.310002e+02	9.019002e+02	1.205200e+03	2.389800e+03	9.662000e+02	1.693900e+03	2.600299e+03	9.176003e+02	1.626100e+03	8.056001e+02	1.414800e+03	1.121100e+03	7.229996e+02	1.318600e+03	7.861997e+02	1.404400e+03	1.050500e+03	1.150400e+03	4.954600e+03	1.118700e+03	1.206200e+03	9.143001e+02	1.079900e+03	2.635500e+03	1.032700e+03	1.200800e+03	2.112700e+03	9.525005e+02	1.750500e+03
2.531700e+03	2.703100e+03	2.516701e+03	4.169998e+03	2.219500e+03	1.641500e+03	1.598900e+03	2.551199e+03	1.907600e+03	1.809400e+03	2.191701e+03	2.240700e+03	2.132000e+03	2.169399e+03	2.423200e+03	1.735700e+03	1.693400e+03	2.145501e+03	2.140900e+03	1.966201e+03	2.062001e+03	2.478399e+03	2.326501e+03	1.905700e+03	3.318099e+03	2.286500e+03	2.037300e+03	2.183399e+03	3.627802e+03	1.680600e+03	1.958400e+03	2.358199e+03	2.232499e+03	2.682999e+03	1.805300e+03	2.190701e+03	2.170699e+03	1.971301e+03	1.901600e+03	1.909199e+03	1.876001e+03	2.020800e+03	1.778100e+03	2.508701e+03	2.493800e+03	2.781200e+03	1.781700e+03	2.411600e+03	2.084999e+03	1.884500e+03	1.772200e+03	2.417800e+03	1.862100e+03	1.643301e+03	2.444101e+03	2.205300e+03	2.338000e+03	1.884500e+03	2.779200e+03	2.392500e+03	1.766899e+03	1.722200e+03	1.823900e+03	1.873301e+03	1.925301e+03	2.282500e+03	1.772700e+03	1.922900e+03	2.704700e+03	1.883701e+03	2.427100e+03	1.826300e+03	2.500800e+03	1.866900e+03	2.412801e+03	1.837699e+03	1.985200e+03	2.023500e+03	1.954900e+03	2.207302e+03	4.504199e+03	2.557902e+03	2.760600e+03	2.036201e+03	2.074399e+03	3.061999e+03	1.768700e+03	1.958900e+03	8.947600e+03	1.906301e+03	1.954201e+03
4.230997e+02	5.028001e+02	4.520000e+02	5.608002e+02	6.797997e+02	4.537997e+02	4.610000e+02	4.667001e+02	4.581998e+02	4.774001e+02	4.532000e+02	5.344999e+02	5.225999e+02	5.498000e+02	5.131003e+02	4.597000e+02	4.455001e+02	5.148998e+02	4.750001e+02	5.008001e+02	5.099998e+02	5.284998e+02	4.729999e+02	4.953001e+02	5.591002e+02	4.998000e+02	4.706002e+02	5.085000e+02	5.650000e+02	4.302001e+02	5.037000e+02	4.937001e+02	5.105003e+02	6.020001e+02	4.225001e+02	4.613002e+02	5.200999e+02	4.888998e+02	5.067997e+02	5.272999e+02	4.333999e+02	5.429999e+02	4.480000e+02	4.566000e+02	4.894002e+02	1.113500e+03	5.046999e+02	5.215002e+02	5.569002e+02	4.521999e+02	4.444000e+02	4.716000e+02	4.746999e+02	4.780001e+02	4.525000e+02	4.388001e+02	4.529001e+02	5.142001e+02	5.255000e+02	4.755002e+02	4.879999e+02	4.634998e+02	4.448000e+02	5.252000e+02	5.180003e+02	5.361003e+02	3.976000e+02	5.291001e+02	5.206998e+02	4.423998e+02	5.158000e+02	4.699000e+02	5.041999e+02	4.894002e+02	4.854998e+02	4.732002e+02	5.199997e+02	7.333998e+02	5.052001e+02	4.516001e+02	4.694000e+02	4.320001e+02	4.525000e+02	4.877003e+02	5.237999e+02	5.489002e+02	4.539001e+02	5.850998e+02	4.969001e+02	5.145003e+02	4.992000e+02
8.080299e+03	8.851799e+03	8.569100e+03	6.717501e+03	8.339002e+03	9.120600e+03	9.313502e+03	8.495199e+03	7.935498e+03	7.990500e+03	8.247402e+03	2.061896e+05	7.696602e+03	7.818299e+03	8.715097e+03	8.844298e+03	8.649398e+03	8.594202e+03	8.461601e+03	7.965698e+03	8.498297e+03	7.545402e+03	8.991101e+03	8.190796e+03	6.534798e+03	8.209496e+03	7.650901e+03	8.871701e+03	7.540999e+03	8.632801e+03	8.165401e+03	8.295303e+03	7.318702e+03	8.368597e+03	8.647300e+03	7.887197e+03	7.646300e+03	9.085499e+03	8.419501e+03	8.769695e+03	7.584798e+03	7.084602e+03	8.077298e+03	9.112000e+03	9.435400e+03	8.137500e+03	8.375601e+03	7.558703e+03	8.745802e+03	7.910899e+03	8.089198e+03	8.094802e+03	8.305297e+03	7.528898e+03	1.071651e+04	7.050300e+03	7.572899e+03	1.009250e+04	8.048103e+03	8.668502e+03	6.957600e+03	7.419298e+03	9.011497e+03	7.643502e+03	8.235503e+03	8.447800e+03	7.462002e+03	8.507798e+03	7.863299e+03	7.984205e+03	6.934600e+03	7.911404e+03	7.995702e+03	6.956100e+03	8.884501e+03	7.650901e+03	8.969395e+03	7.462597e+03	8.081403e+03	8.843998e+03	9.339503e+03	7.681301e+03	8.491996e+03	1.009130e+04	8.787098e+03	7.919601e+03	7.836002e+03	9.784599e+03	8.230099e+03	8.186698e+03	8.585497e+03
1.709999e+03	1.746099e+03	1.600000e+03	4.247800e+03	1.586700e+03	2.235500e+03	1.441400e+03	1.783200e+03	1.526801e+03	1.654400e+03	1.612099e+03	1.603399e+03	1.648200e+03	1.670100e+03	1.750100e+03	1.815700e+03	1.342200e+03	1.638100e+03	1.923500e+03	1.433300e+03	1.655099e+03	1.496099e+03	1.907900e+03	1.554500e+03	2.788599e+03	1.768600e+03	1.776400e+03	1.800100e+03	1.504500e+03	1.909301e+03	1.502601e+03	1.579200e+03	1.977100e+03	1.680701e+03	1.643400e+03	1.690999e+03	1.588501e+03	1.593300e+03	1.571600e+03	1.627400e+03	1.680800e+03	1.568200e+03	1.305600e+03	1.737900e+03	1.721200e+03	1.597100e+03	1.633200e+03	1.871401e+03	1.881201e+03	1.466900e+03	1.688999e+03	1.790601e+03	1.626100e+03	1.465700e+03	1.686801e+03	1.909500e+03	1.852900e+03	1.597700e+03	1.936200e+03	2.097100e+03	1.309900e+03	1.882099e+03	1.406799e+03	1.300700e+03	1.379900e+03	1.848400e+03	1.727900e+03	1.611600e+03	2.104700e+03	1.465700e+03	1.657700e+03	1.507700e+03	1.701300e+03	1.764301e+03	1.617899e+03	1.614000e+03	1.477600e+03	1.717601e+03	1.464600e+03	1.520099e+03	2.117001e+03	1.759100e+03	1.572100e+03	1.715500e+03	1.583901e+03	2.654801e+03	1.613800e+03	1.599601e+03	2.090400e+03	1.471300e+03	1.852200e+03
1.329000e+03	1.616600e+03	1.382700e+03	1.296600e+03	1.458500e+03	1.659700e+03	1.733900e+03	1.443000e+03	1.449200e+03	1.499100e+03	1.415900e+03	1.671700e+03	1.477301e+03	1.545600e+03	1.474901e+03	1.610800e+03	1.940400e+03	1.595901e+03	1.479900e+03	1.531200e+03	1.461500e+03	1.405900e+03	1.363700e+03	1.304400e+03	1.101500e+03	1.432900e+03	1.398800e+03	1.667800e+03	1.356700e+03	1.318300e+03	1.533599e+03	1.569100e+03	1.393900e+03	1.336800e+03	1.531400e+03	1.356299e+03	1.360000e+03	1.405400e+03	1.352799e+03	1.442800e+03	1.425900e+03	1.397800e+03	1.536700e+03	1.410200e+03	1.821300e+03	1.442800e+03	1.299200e+03	1.237200e+03	1.299100e+03	1.460500e+03	1.361900e+03	1.384500e+03	1.690600e+03	1.400400e+03	1.569199e+03	1.307600e+03	1.164800e+03	1.675001e+03	1.353301e+03	1.278500e+03	1.383600e+03	1.452300e+03	1.865800e+03	1.472100e+03	1.523001e+03	1.420200e+03	1.273600e+03	1.435800e+03	1.366200e+03	1.493900e+03	1.337800e+03	1.507800e+03	1.441500e+03	1.267600e+03	1.351700e+03	1.423800e+03	1.363900e+03	1.448900e+03	1.571400e+03	1.655700e+03	1.258700e+03	1.375800e+03	1.531301e+03	1.500801e+03	1.581300e+03	1.387500e+03	1.431500e+03	1.720700e+03	1.185000e+03	1.544099e+03	1.453600e+03
9.089997e+02	1.016700e+03	8.218003e+02	1.329000e+03	9.301000e+02	1.002600e+03	9.264004e+02	9.887000e+02	1.005800e+03	8.238004e+02	8.843000e+02	9.833001e+02	8.861002e+02	8.688998e+02	9.160001e+02	9.089001e+02	1.020899e+03	9.931997e+02	9.641000e+02	9.656998e+02	8.869998e+02	8.228000e+02	9.385000e+02	8.372995e+02	9.534001e+02	9.478001e+02	8.713002e+02	1.017599e+03	8.768000e+02	8.624996e+02	9.090999e+02	9.588996e+02	8.322003e+02	9.556000e+02	8.895001e+02	9.206002e+02	8.924002e+02	8.238998e+02	8.798001e+02	7.905999e+02	8.911997e+02	8.937001e+02	9.618999e+02	9.412003e+02	1.003900e+03	8.322003e+02	9.744997e+02	9.248003e+02	8.268002e+02	9.260999e+02	7.917000e+02	8.442000e+02	9.836001e+02	8.571002e+02	8.980998e+02	8.129997e+02	8.408001e+02	1.066200e+03	9.557000e+02	9.582996e+02	8.597998e+02	9.935997e+02	1.024600e+03	8.976001e+02	8.341997e+02	8.451004e+02	1.357700e+03	8.761002e+02	9.211996e+02	8.469999e+02	9.386998e+02	9.186000e+02	8.444996e+02	8.862003e+02	8.917998e+02	9.474999e+02	8.363999e+02	9.857999e+02	9.800000e+02	9.631001e+02	1.492099e+03	1.369599e+03	9.457998e+02	8.608004e+02	7.932001e+02	9.055001e+02	9.115999e+02	9.418999e+02	8.727998e+02	8.990004e+02	9.211000e+02
6.698002e+02	1.323400e+03	1.707200e+03	1.117000e+03	1.314000e+02	1.620500e+03	9.464005e+02	1.255999e+02	6.899997e+02	9.380006e+02	3.214000e+02	1.450000e+02	1.569000e+02	1.491001e+02	1.202000e+02	1.052000e+03	1.027100e+03	7.297998e+02	1.137000e+02	7.865000e+02	7.389003e+02	6.373999e+02	1.566700e+03	9.887000e+02	1.214000e+02	1.203800e+03	1.207000e+02	7.287999e+02	6.276998e+02	1.243000e+02	1.199200e+03	1.229400e+03	1.257000e+02	7.617000e+02	1.064000e+02	1.025400e+03	4.668001e+02	7.948997e+02	7.385998e+02	9.518002e+02	1.600999e+03	7.702997e+02	1.341000e+02	6.716999e+02	8.048003e+02	5.295000e+02	1.363000e+02	1.246999e+02	1.397499e+03	6.837002e+02	1.395900e+03	5.332000e+02	7.604001e+02	1.033400e+03	1.253000e+02	1.168100e+03	5.327999e+02	6.020999e+02	1.169000e+02	5.242997e+02	9.287999e+02	6.217001e+02	8.908002e+02	1.496900e+03	1.342000e+02	1.381000e+02	7.992998e+02	8.752000e+02	6.637002e+02	9.349005e+02	7.065001e+02	2.051201e+03	5.146001e+02	1.292000e+02	2.198301e+03	6.082999e+02	1.435200e+03	9.992002e+02	6.544000e+02	9.842998e+02	1.174000e+02	7.990002e+02	1.195000e+02	1.249000e+02	1.133000e+02	1.290600e+03	1.524300e+03	6.831000e+02	8.165000e+02	7.004999e+02	1.307000e+02
1.112320e+04	1.881700e+03	2.287001e+03	2.621498e+03	6.321902e+03	1.337360e+04	3.705298e+03	3.536700e+03	5.080399e+03	2.868999e+03	3.393001e+03	3.484599e+03	5.495199e+03	3.800201e+03	3.753001e+03	8.825198e+03	3.549000e+03	1.458599e+03	3.126901e+03	1.029190e+04	8.343899e+03	4.573101e+03	2.671101e+03	1.686600e+03	2.473100e+03	4.557699e+03	2.023400e+03	5.142802e+03	1.542000e+04	3.049101e+03	5.126200e+03	2.366400e+03	6.009999e+03	5.529802e+03	3.553301e+03	2.158499e+03	3.499400e+03	2.545499e+03	2.153001e+03	3.960500e+03	3.262599e+03	1.855799e+03	5.935102e+03	3.134898e+03	2.648700e+03	4.758199e+03	3.304999e+03	6.829399e+03	2.861100e+03	3.676102e+03	1.165479e+04	3.305801e+03	6.125598e+03	2.671301e+03	1.171860e+04	1.779300e+03	3.044100e+03	4.050600e+03	4.684099e+03	1.438199e+03	1.655800e+03	1.408800e+04	3.371500e+03	6.109798e+03	4.443100e+03	1.196900e+03	2.695502e+03	2.401200e+03	7.210302e+03	2.362099e+03	7.540100e+03	2.176899e+03	2.650100e+03	4.913100e+03	2.679299e+03	3.108399e+03	3.947698e+03	2.979900e+03	5.183702e+03	2.833499e+03	2.157699e+03	4.650500e+03	4.929102e+03	2.827100e+03	1.373100e+03	2.396699e+03	8.755901e+03	2.853900e+03	5.068601e+03	3.872799e+03	5.023200e+03
8.697795e+03	8.783998e+03	1.211930e+04	5.946001e+03	1.340980e+04	1.482091e+04	8.905797e+03	7.927499e+03	8.450102e+03	9.459702e+03	5.021703e+03	1.029531e+04	6.869403e+03	7.872499e+03	7.492498e+03	9.854500e+03	8.756096e+03	6.525298e+03	8.381101e+03	9.016801e+03	4.593598e+03	7.245296e+03	1.058360e+04	1.068841e+04	5.324299e+03	7.434902e+03	7.501399e+03	8.183504e+03	8.896499e+03	1.283920e+04	1.024390e+04	9.972801e+03	5.424901e+03	7.376200e+03	6.719699e+03	1.107800e+04	7.488001e+03	1.063250e+04	9.757095e+03	1.021810e+04	1.104920e+04	9.573203e+03	7.461200e+03	8.769002e+03	8.868602e+03	9.626996e+03	1.018970e+04	9.460397e+03	9.210099e+03	5.207799e+03	9.382294e+03	5.320400e+03	1.435510e+04	1.050920e+04	6.832397e+03	4.941900e+03	8.016401e+03	6.097499e+03	7.952997e+03	1.152520e+04	1.196780e+04	4.035599e+03	8.343402e+03	8.414699e+03	6.089500e+03	4.589502e+03	1.194190e+04	6.953001e+03	8.471402e+03	5.921500e+03	9.656201e+03	1.254890e+04	7.091401e+03	7.885596e+03	1.276660e+04	7.279002e+03	2.155699e+03	7.904996e+03	7.710101e+03	1.107680e+04	1.302540e+04	9.188999e+03	1.306270e+04	7.744197e+03	7.765801e+03	8.103801e+03	1.051150e+04	6.934398e+03	6.897200e+03	1.161370e+04	9.738197e+03
1.231241e+04	1.241430e+04	1.136100e+04	8.277997e+03	1.444980e+04	1.213730e+04	1.472819e+04	1.022401e+04	1.124610e+04	1.782070e+04	1.255720e+04	1.289009e+04	9.696497e+03	1.197890e+04	1.279490e+04	9.970900e+03	1.185550e+04	8.800599e+03	1.095800e+04	9.774099e+03	1.015330e+04	1.116210e+04	1.442800e+04	1.247970e+04	1.208390e+04	1.223171e+04	1.274850e+04	1.118320e+04	1.118041e+04	1.373670e+04	1.264680e+04	1.151130e+04	1.159530e+04	1.301351e+04	1.206460e+04	1.187400e+04	9.941894e+03	1.234410e+04	1.371940e+04	1.055330e+04	1.469950e+04	1.052691e+04	1.059900e+04	8.675595e+03	1.082090e+04	9.499600e+03	1.394990e+04	1.067320e+04	1.022649e+04	1.110940e+04	1.353190e+04	1.064890e+04	1.816410e+04	1.214070e+04	1.142060e+04	9.820999e+03	1.116350e+04	1.034160e+04	1.100100e+04	8.329897e+03	1.395480e+04	1.145380e+04	1.293260e+04	1.207880e+04	1.244261e+04	1.094230e+04	1.256571e+04	1.287740e+04	1.194800e+04	1.557681e+04	1.967700e+04	1.472940e+04	1.371900e+04	1.066440e+04	9.992396e+03	1.029660e+04	6.555300e+03	1.310500e+04	1.021480e+04	1.413010e+04	9.188897e+03	1.448500e+04	1.452560e+04	8.477899e+03	8.765800e+03	1.215290e+04	1.470580e+04	1.233231e+04	1.292940e+04	1.134390e+04	1.265800e+04
2.168801e+03	1.500500e+03	1.434900e+03	2.032701e+03	1.759400e+03	1.535300e+03	1.522700e+03	2.857399e+03	1.828400e+03	1.520500e+03	1.884700e+03	1.760501e+03	1.565901e+03	1.406900e+03	1.756800e+03	1.628400e+03	1.827801e+03	1.419299e+03	1.502400e+03	1.560500e+03	1.648300e+03	1.707000e+03	1.709500e+03	1.526200e+03	1.579301e+03	1.599400e+03	1.497100e+03	1.604900e+03	1.953199e+03	1.569800e+03	1.629400e+03	1.736700e+03	1.860400e+03	1.624900e+03	1.891600e+03	1.882500e+03	1.355800e+03	1.638800e+03	1.864500e+03	1.623601e+03	1.440801e+03	1.445900e+03	2.569099e+03	1.508101e+03	1.522600e+03	1.254600e+03	1.424300e+03	2.058800e+03	1.369300e+03	1.730599e+03	1.427900e+03	1.674599e+03	1.548700e+03	1.513000e+03	1.230400e+03	1.499500e+03	1.724800e+03	1.806499e+03	1.707801e+03	1.491300e+03	1.607701e+03	1.862200e+03	1.880700e+03	1.717301e+03	1.782701e+03	1.458300e+03	1.852699e+03	1.971100e+03	1.536700e+03	1.894100e+03	1.873800e+03	1.510800e+03	1.553600e+03	3.292601e+03	1.578499e+03	1.856700e+03	1.425300e+03	1.884399e+03	2.511200e+03	1.219000e+03	2.431600e+03	1.456500e+03	1.505200e+03	1.587700e+03	1.593800e+03	1.569900e+03	6.189898e+03	2.058201e+03	1.651500e+03	1.696600e+03	2.191701e+03
2.455900e+03	3.967501e+03	1.219700e+03	2.256100e+03	4.051799e+03	4.173399e+03	1.284300e+03	1.203600e+03	3.946902e+03	3.795599e+03	1.658600e+03	6.444001e+03	4.101000e+03	2.815601e+03	2.219800e+03	2.436600e+03	8.509001e+02	3.568302e+03	1.069000e+03	3.841998e+03	5.350003e+02	1.115800e+03	2.756601e+03	2.392699e+03	1.775800e+03	1.445900e+03	1.084100e+03	2.686200e+03	2.292600e+03	1.562600e+03	2.790500e+03	2.041799e+03	3.796102e+03	5.315302e+03	1.327600e+03	1.401900e+03	3.252901e+03	1.929801e+03	2.882900e+03	1.184300e+03	5.460699e+03	9.685999e+02	3.996300e+03	4.073499e+03	1.800500e+03	3.206101e+03	1.778699e+03	4.586399e+03	2.935999e+03	2.275600e+03	3.368898e+03	1.730099e+03	3.424100e+03	3.385800e+03	4.135099e+03	1.838501e+03	2.296700e+03	3.342000e+03	1.733100e+03	2.199700e+03	1.980901e+03	2.297700e+03	2.197300e+03	1.353201e+03	1.526699e+03	1.505100e+03	3.450199e+03	3.014801e+03	2.154301e+03	1.511900e+03	4.663198e+03	2.956700e+03	5.622098e+03	1.623000e+03	6.238100e+03	1.704700e+03	9.595000e+02	1.012701e+03	1.235100e+03	2.534699e+03	3.522800e+03	3.095200e+03	3.662502e+03	2.028200e+03	2.439100e+03	1.807801e+03	2.653101e+03	3.688800e+03	1.629700e+03	3.013401e+03	3.773901e+03
1.497100e+03	1.909100e+03	1.229500e+03	1.500500e+03	1.782099e+03	1.035499e+03	1.023100e+03	1.343400e+03	1.349401e+03	1.184200e+03	1.597100e+03	1.020600e+03	1.266099e+03	1.216600e+03	1.379900e+03	1.075000e+03	8.836002e+02	1.886700e+03	1.345500e+03	9.493998e+02	1.118200e+03	8.790997e+02	1.854300e+03	1.154500e+03	1.299800e+03	1.460600e+03	1.126001e+03	1.425001e+03	1.234400e+03	1.007000e+03	1.053800e+03	1.168300e+03	1.203400e+03	1.133800e+03	1.261700e+03	1.522200e+03	1.284500e+03	9.740000e+02	1.720000e+03	1.052000e+03	1.297900e+03	9.211996e+02	1.043600e+03	1.388500e+03	1.351200e+03	1.364800e+03	1.426800e+03	1.152399e+03	2.393400e+03	8.749999e+02	1.382900e+03	1.160900e+03	9.624001e+02	1.203900e+03	1.187200e+03	1.318700e+03	1.102800e+03	1.193100e+03	1.923600e+03	2.046601e+03	9.056997e+02	1.118600e+03	1.039100e+03	9.471000e+02	9.848997e+02	2.213000e+03	1.681700e+03	1.216500e+03	1.335300e+03	9.639998e+02	1.204400e+03	1.044900e+03	1.133400e+03	1.011099e+03	1.002800e+03	9.822000e+02	9.906001e+02	1.366200e+03	1.081200e+03	9.940000e+02	2.070700e+03	9.970002e+02	1.386900e+03	1.040600e+03	1.044100e+03	1.415100e+03	9.993997e+02	1.289500e+03	1.410100e+03	1.186501e+03	1.352900e+03
4.320001e+02	5.090001e+02	4.163999e+02	8.766997e+02	5.035000e+02	4.308999e+02	4.191001e+02	4.719002e+02	4.468999e+02	4.274000e+02	5.032000e+02	4.963001e+02	4.927001e+02	5.035998e+02	4.951998e+02	4.720000e+02	4.362000e+02	4.911997e+02	4.716000e+02	4.379001e+02	4.856001e+02	4.674998e+02	4.808000e+02	6.525000e+02	6.713001e+02	5.248000e+02	4.983001e+02	5.134002e+02	5.566000e+02	4.547003e+02	4.750001e+02	4.350999e+02	5.873998e+02	7.142003e+02	4.120001e+02	4.455999e+02	4.585000e+02	4.484999e+02	4.769000e+02	4.948001e+02	4.264001e+02	4.660000e+02	4.388001e+02	4.600998e+02	6.639998e+02	5.965999e+02	4.479000e+02	5.372002e+02	7.182996e+02	4.414998e+02	4.038999e+02	4.758002e+02	4.645999e+02	4.367001e+02	4.720000e+02	4.687998e+02	4.717001e+02	4.660998e+02	5.286001e+02	5.571998e+02	4.212001e+02	4.476002e+02	4.549001e+02	5.646003e+02	4.481000e+02	7.057004e+02	3.989997e+02	4.903000e+02	5.442999e+02	3.817002e+02	4.713000e+02	4.414001e+02	4.488999e+02	4.626999e+02	4.379001e+02	4.577998e+02	6.023002e+02	6.494997e+02	4.682999e+02	4.417000e+02	5.519000e+02	4.665998e+02	4.176000e+02	4.911000e+02	4.419000e+02	6.438001e+02	4.151998e+02	4.035999e+02	5.353001e+02	4.482001e+02	4.879999e+02
2.363000e+03	2.816001e+03	4.113700e+03	1.541500e+03	2.313700e+03	4.023399e+03	3.424900e+03	2.175599e+03	2.063400e+03	3.403499e+03	2.884499e+03	2.197600e+03	1.770500e+03	3.124700e+03	2.324401e+03	2.689201e+03	2.406399e+03	2.206101e+03	2.394900e+03	2.658900e+03	2.571000e+03	2.243700e+03	3.155699e+03	2.881801e+03	1.805900e+03	2.198900e+03	2.323400e+03	2.760600e+03	2.227800e+03	3.531301e+03	2.727900e+03	2.650001e+03	1.987700e+03	2.977201e+03	2.976801e+03	3.236700e+03	1.814300e+03	3.113400e+03	2.492001e+03	2.665501e+03	2.899300e+03	2.228900e+03	1.484880e+04	2.755100e+03	2.343799e+03	2.823099e+03	2.754699e+03	2.514401e+03	2.250800e+03	2.356600e+03	3.811798e+03	2.805898e+03	2.442700e+03	4.056900e+03	2.420800e+03	2.137300e+03	2.066800e+03	1.906901e+03	2.443599e+03	2.347699e+03	2.350399e+03	2.303601e+03	2.385401e+03	2.416300e+03	2.914000e+03	2.132700e+03	3.054700e+03	3.479601e+03	2.217599e+03	4.113900e+03	2.267100e+03	3.877500e+03	2.446901e+03	1.955401e+03	2.402001e+03	2.206399e+03	2.263199e+03	1.743300e+03	2.463799e+03	2.530700e+03	2.393001e+03	2.757100e+03	2.560099e+03	2.623500e+03	2.644800e+03	2.462500e+03	2.810700e+03	2.850401e+03	2.451799e+03	2.344200e+03	3.436399e+03
